"","gsc","cb","bam_hs_input","young","wt","ZFRP","Mio","Raptor"
"Tdc2",0.22,2.87,1.5,-0.387,-0.341,1.37867499666021,1.1507628587868,0.747018631218558
"CG1695",-0.683,-0.26,0.638,-0.167,-0.889,0.340850573948146,0.340841836915032,0.135798937298742
"jef",-0.721,1.195,-1,-1,-0.499,0.701206537120473,0.735111982753569,0.288591686475496
"Cpr92F",NA,NA,NA,NA,NA,2.09697829444383,0.910808878365491,0.824487655500526
"CG44422",-0.893,0.163,-0.551,-0.316,-0.916,1.00647753937002,1.04494022164395,0.892223278955404
"CG13840",3.822,5.431,2.588,2.231,-0.244,3.46096388801547,2.28260170581387,3.51843535309119
"CG31871",-1,-0.297,-1,0.409,-1,0.294343720788789,0.917630593050182,0.588387267786809
"CG14563",NA,NA,NA,NA,NA,1.52418991191915,2.42173633891115,1.94219170466416
"CG42300",NA,NA,NA,NA,NA,2.90265115822278,2.66687655523036,0.974554731911248
"ATPsynepsilonL",5.012,5.849,5.935,1.933,0.015,6.31094865751434,2.74699157023422,2.46819712005821
"Cpr78E",2.414,3.374,5.476,0.862,-0.217,2.93089470141424,3.29765816734398,2.81639426856829
"CG33108",3.899,4.827,-1,3.942,3.131,3.61171256295053,3.02941740467097,3.550374866503
"CG16713",NA,NA,NA,NA,NA,1.96310405051188,4.56495628366823,3.03123077947718
"eIF4E6",2.593,4.225,1.045,1.188,-0.21,2.60818441071783,2.6754791771077,1.63793475125076
"Cow",-1,-0.787,0.949,-0.406,-0.894,0.0961032904767917,0.542168564414393,0.152722477725967
"CR43669",NA,NA,NA,NA,NA,3.2453918596826,1.82817235101428,1.97667577906253
"CG6405",2.265,4.371,-0.7,0.426,-0.676,0.538555239148099,1.39610296759771,1.24393301938375
"CG17560",2.869,5.805,4.934,0.703,0.56,2.1072205085041,2.86158582012037,3.06163510996647
"CG13540",7.603,7.763,7.706,2.558,-0.038,4.01375267245456,2.57356025201495,2.31369382026102
"CG34353",2.416,1.777,2.172,0.772,-0.485,0.225562391611401,0.359831883993666,0.46344396941413
"SmydA-5",0.232,1.429,-1,1.011,-0.152,1.88219767967138,1.5353666264708,1.00515797069729
"CG13028",-0.224,0.702,3.462,1.567,-1,2.1937108698748,2.43614436325527,1.73585113949981
"unc-13-4A",-0.707,-0.842,-0.891,-0.927,-1,0.039913223130407,0.219783825005059,0.0865933295754548
"Tsp42Ek",1.311,2.707,4.206,0.427,-0.363,2.02178361371225,2.32727258395244,1.64310257683247
"CG31125",3.401,4.744,2.942,1.976,0.104,2.59803868736647,1.87471393109328,1.94635299431468
"CrzR",-0.29,1.665,-1,-0.09,-0.928,0.711475192468624,0.878301842004263,0.476863049010375
"Gba1b",NA,NA,NA,NA,NA,0.280815572162647,1.0316006635907,0.769357545600219
"grh",NA,NA,NA,NA,NA,0.190866948879952,0.313603498284241,0.22735935865682
"CG34215",NA,NA,NA,NA,NA,1.46957350900088,3.32900188881486,1.13143043359671
"PIP5K59B",-0.13,3.506,2.253,0.665,-1,0.869269694378584,0.712397587503335,0.424013797236422
"CG9458",1.655,3.343,3.73,0.977,0.079,2.41131341669594,2.23036232822008,1.96480681944458
"amon",NA,NA,NA,NA,NA,0.0731295795499331,0.694150870311351,0.140971569886
"CG10097",NA,NA,NA,NA,NA,1.29265251617479,2.12240991063733,1.8009036432831
"trpl",-0.569,1.9,-1,0.933,-0.53,1.8399562829801,1.05802019981145,1.37025906495516
"Hesr",3.675,4.565,3.928,2.929,2.317,3.5365303353,2.15869939529852,2.8669730643239
"Gyc88E",-1,0.069,-1,0.096,-0.951,0.418875410823386,0.885207806862671,0.541230510249154
"CG8100",NA,NA,NA,NA,NA,0.144316830800269,1.14025698019211,0.269083467770931
"CG15203",NA,NA,NA,NA,NA,1.40266912875046,3.13926970812363,1.71019982059566
"Osi24",-0.735,0.501,1.011,-0.174,0.406,0.573199416362193,0.786724328702834,0.481350447689587
"CG14778",1.567,2.103,-1,2.097,0.075,2.57810379194287,2.26619431372107,2.94465267352769
"igl",NA,NA,NA,NA,NA,0.482779759914826,1.44600241025199,0.256996629514795
"Met75Cb",NA,NA,NA,NA,NA,7.59560216966126,6.13329422134803,5.17918294735475
"Rph",0.245,1.561,0.426,0.717,-0.584,1.61509427533086,1.00269078651661,0.667088832005157
"hdm",3.469,4.489,2.892,1.409,-0.349,0.703400855602283,1.2054638957562,2.07092828858928
"Ms",1.104,0.203,0.496,0.251,-1,2.91052530568281,1.97380421781322,3.26087606461016
"Npc2f",3.633,5.008,4.646,3.391,0.523,3.66357790688953,2.75408019669956,2.74520732911123
"CG11384",NA,NA,NA,NA,NA,0.138427970830897,0.943911153114119,0.36327088024271
"CG14357",NA,NA,NA,NA,NA,3.68390664588598,1.24812266618245,0.889305593532486
"Tsp42Eh",NA,NA,NA,NA,NA,1.56213917113088,2.19081565581288,1.28341371405795
"CG34199",-1,-1,-1,1.715,-1,0.901103775161405,2.21456862309946,1.70965515508894
"MtnB",0.076,0.655,-1,1.79,-0.348,1.31045308818017,2.87300987467169,0.675497273667287
"D",NA,NA,NA,NA,NA,1.23827813927397,0.88368362135813,1.13829712058552
"mtsh",2.697,5.159,3.929,1.62,-0.662,1.49332302299053,0.967038021372236,0.964029151362661
"Dro",3.449,4.146,3.208,0.388,5.556,6.81669266324545,5.39038310728811,5.06375188764378
"CG14642",-0.228,1.277,-1,0.9,-0.839,0.871052711773513,1.69607535824986,0.849640186844256
"CG13285",NA,NA,NA,NA,NA,1.73359555462247,1.37176143137123,1.05818371710908
"CG5157",NA,NA,NA,NA,NA,0.576602318890209,1.09082247677428,1.90156777160922
"IFT52",3.7,5.341,4.851,2.058,0.658,1.85246734737387,1.36282587592339,1.81107964011323
"Cyp309a1",0.822,4.081,-0.794,-1,-0.677,0.603963744421028,2.05959322770039,0.461002550379686
"CG10508",-0.218,1.793,-1,0.166,-0.732,1.11814500956266,1.71216238519868,0.664368793265161
"CG8157",-0.72,2.389,-1,2.567,-1,1.22656571773764,3.53798122066331,2.09604771313276
"CG33460",NA,NA,NA,NA,NA,1.14815447532536,1.79039564329423,1.2705280431172
"CG17681",-0.325,0.272,-1,-0.603,-0.666,0.572223583260355,1.2722079586395,0.775225078435826
"CG42807",2.706,4.489,5.219,5.013,-0.692,4.62379022675263,8.2459141805543,3.52801861038226
"CG1773",NA,NA,NA,NA,NA,0.147932057888886,1.16766422434273,0.540500229838752
"CG14864",2.74,0.971,3.826,1.425,0.134,1.2584937753444,1.15753407124011,1.7332749912967
"CG15930",2.775,5.277,3.639,2.478,0.164,4.27728140696976,1.13566896187572,1.94884105917266
"CG31516",NA,NA,NA,NA,NA,0.710483317567791,1.16571435990567,1.32343835191659
"y",-1,-1,-1,-1,-1,0.993662825264866,0.684950540075807,1.83936937390824
"CG12782",3.506,4.766,3.177,1.322,-1,2.0939948134666,1.24554831670199,1.12809285149201
"BomS4",NA,NA,NA,NA,NA,4.44974799263865,6.58845028639551,3.46435970407193
"Pask",0.331,2.972,1.414,-0.467,-0.296,0.347693829736576,0.521772912684921,0.275985811601931
"Cpr49Ab",NA,NA,NA,NA,NA,2.29026757330072,3.19536836637269,0.540280130570028
"hemo",NA,NA,NA,NA,NA,1.49144364051622,2.83939825558554,1.76399321721777
"CG45065",NA,NA,NA,NA,NA,0.62770120675906,0.763611537095627,0.48297162464027
"CG15531",2.739,5.987,2.117,1.521,-0.635,2.18301996742957,2.70346366316361,2.65756691334087
"CG43325",NA,NA,NA,NA,NA,1.59028849754727,1.17409693797544,1.13342797433701
"Nepl12",NA,NA,NA,NA,NA,0.318977186266754,0.747684903754504,0.616453673812862
"Cyp4g1",6.891,10.346,9.149,5.21,3.287,6.37239076983349,8.34837613843924,6.67442917955808
"CG5022",1.821,4.076,-1,0.739,-0.786,1.17933997901886,0.879545867783356,1.5056229907755
"Drat",6.853,7.596,7.356,3.709,2.793,7.03884259168848,6.87454475660154,6.02163068859656
"Ccp84Ag",0.629,0.972,-1,0.603,-0.796,1.66198288579017,1.16615280560409,2.01273281563498
"unc79",NA,NA,NA,NA,NA,0.313010059702032,0.28403447618153,0.0708554555728923
"Hsp60C",-0.924,-0.121,-1,-0.044,-1,0.883258874250023,0.823199826851846,1.0746969943592
"CG30090",NA,NA,NA,NA,NA,0.453165494410097,1.45487922791726,1.13960334291478
"CG2861",0.232,3.647,0.29,1.606,-0.783,1.02415766122452,0.569922118593644,0.80327564111346
"TotM",1.275,1.439,2.84,-0.548,-0.619,1.26642996826244,2.86573204514141,1.15839111740545
"CG11044",-0.806,0.543,-1,0.429,-0.887,0.751831294660938,0.837588789412382,0.698663637247902
"CG15765",NA,NA,NA,NA,NA,0.0643274220473917,0.498330308077887,0.159605315933363
"Hs3st-A",-0.806,-0.525,-1,0.71,-1,0.179589202871896,0.318352258479939,0.126962289983933
"Rsph4a",NA,NA,NA,NA,NA,0.613368615112424,0.916467677364174,1.06666869009792
"wrapper",0.992,3.879,1.752,1.411,-0.492,1.01809496679559,1.08525567441131,0.967767758334168
"RpL37b",NA,NA,NA,NA,NA,6.28714296655158,1.89297568419122,1.14780349043124
"Tsp",-0.616,1.386,-1,-0.112,-0.863,1.1791143327168,0.738678486414738,0.446699927559934
"atilla",4.009,5.41,7.489,3.323,4.209,7.26966336304351,6.4983791273209,7.09269906299859
"CG15537",NA,NA,NA,NA,NA,0.580660407828797,0.810453230723427,0.794563935987735
"Notum",-0.433,2.35,-1,0.226,-0.713,0.598556583214399,0.595722703255912,0.494218169359217
"CG14257",NA,NA,NA,NA,NA,0.752004561840173,1.01641360628862,1.44357917494266
"CG14400",NA,NA,NA,NA,NA,0.524768568371862,2.23308269968645,0.702976504751192
"CG8292",0.154,1.551,2.528,0.305,-0.797,1.08918668196956,1.23263086656432,1.07561584967634
"CG15546",4.604,3.517,4.1,3.536,-0.207,3.25060512069519,1.59482232719491,1.82644219081213
"E(spl)m7-HLH",1.717,1.77,4.965,3.737,0.238,2.51006840724012,2.26885598394229,2.89769663656439
"CG18563",NA,NA,NA,NA,NA,0.491020467715569,1.15969479998877,0.868478114716393
"CG16704",NA,NA,NA,NA,NA,1.67338067431549,4.58205098591821,2.15132102865105
"CG34434",1.13,2.326,-1,-0.217,-0.864,5.80595924163108,0.510097149319171,0.694016130713427
"CG17562",1.186,4.49,3.127,0.065,-0.738,0.934213089271435,1.65762605496189,1.87461604076968
"IM14",2.023,3.684,4.771,1.693,2.084,5.87406999390598,7.83976494815672,5.03881007135641
"CG31706",NA,NA,NA,NA,NA,1.31955503191694,1.43411679378032,0.920605257087997
"CG14937",-0.143,1.682,0.806,1.108,0.3,1.36780135313334,1.14036987016155,1.97369847189867
"CG34323",3.834,5.103,6.316,4.191,1.469,4.59902255764671,2.3185155798055,2.5098471657765
"CG30154",1.497,1.818,-1,2.236,0.724,2.42300004739923,2.75710067975456,1.50113149412067
"Cpr49Ae",-0.8,2.243,3.675,0.44,0.57,4.25506985947093,3.89737230135635,1.81803490152967
"HP6",NA,NA,NA,NA,NA,4.62649739086526,1.88731307428587,2.52383971430219
"CG43236",NA,NA,NA,NA,NA,6.16897961681295,6.39734611125594,5.04566923271296
"CG14838",NA,NA,NA,NA,NA,0.269995365443938,0.352889413354147,0.0877244052537568
"Ugt304A1",NA,NA,NA,NA,NA,0.494494569502659,1.99851939554435,0.248230152146394
"HP1Lcsd",NA,NA,NA,NA,NA,4.16992648758021,2.88575868632176,1.84062514491399
"CG34031",2.042,0.971,3.692,0.547,-0.255,1.65415682399814,1.62425092650425,0.420587260577558
"KP78b",NA,NA,NA,NA,NA,1.55198305862253,1.86202542102829,0.944575976369842
"MFS3",0.187,3.098,2.096,-0.321,-0.886,1.06068310192708,1.35777515748528,0.986534256662426
"NANS",NA,NA,NA,NA,NA,1.58407738973438,0.93540275943711,1.47391654659197
"fipi",-0.908,0.315,-1,-0.796,-1,0.505698467023458,0.706814739158184,0.369503634867328
"CG34377",-0.414,1.321,0.186,1.354,-0.789,0.359037545453787,0.349939423478567,0.491807588592797
"Cpr11A",-0.264,0.559,-1,0.341,-1,2.89206054582802,0.435673949660481,1.85461873033392
"elfless",1.833,3.82,-1,-0.007,-0.861,1.13265893138388,0.701136179255007,0.304556984147043
"CG42260",-0.493,2.168,0.94,1.229,-0.705,0.96614291702672,0.384474923013586,0.493493619007265
"CG33296",NA,NA,NA,NA,NA,0.620611630086384,0.615658186365692,0.446276616643946
"5-HT1A",-0.303,1.869,-1,2.32,-1,0.163837871817842,0.225066142636256,0.0432456511075289
"CG13073",NA,NA,NA,NA,NA,0.406001891188068,0.735150915145571,0.664687728285132
"CR44906",NA,NA,NA,NA,NA,0.334346276008342,0.537046262514521,0.45176558689577
"CG6432",NA,NA,NA,NA,NA,1.11290226707177,1.97860638936104,1.88159628797212
"Tret1-2",NA,NA,NA,NA,NA,0.972302665880062,0.79575623603245,0.515624973213136
"FASN2",-0.1,3.987,1.015,0.015,-0.971,0.892622451041537,1.85344901961557,1.27664483324392
"CG43448",NA,NA,NA,NA,NA,2.08930849090902,2.4458973633635,0.792702816216432
"CG32817",1.645,2.45,2.892,1.542,0.706,3.57747873754666,3.01250663826871,3.43066678115583
"yellow-b",0.752,2.276,-1,2.233,-0.213,1.15765725340974,1.44501159064945,0.582692415365371
"pre-mod(mdg4)-AE",NA,NA,NA,NA,NA,1.41623363106792,0.722437938401031,1.85972541721887
"Obp57c",0.733,-0.092,-1,-1,-0.622,5.17652672689946,1.05773085200273,0.825276909171831
"CG7607",0.998,1.922,4.797,1.395,1.522,2.22462928105038,2.26428630089975,1.85894216847972
"CG34207",3.933,3.921,-1,3.317,1.812,3.76328582174593,3.11112330156857,3.00144899427745
"Akh",NA,NA,NA,NA,NA,1.86930139276161,1.89815071433067,1.83177681557307
"CG10232",-1,0.086,-1,-0.715,-0.876,0.70189404068807,0.540617234916249,0.184031541100085
"CG17650",3.633,4.86,-1,1.146,0.357,4.29252223075672,2.05208531760739,2.28187722414874
"CG6660",NA,NA,NA,NA,NA,1.351134675077,2.15540278920681,1.98891034248726
"CG11406",NA,NA,NA,NA,NA,0.147855300353923,1.22264210792965,0.251913122629819
"Dlish",2.104,3.526,2.348,2.044,-0.223,1.05272779495368,0.841970401440692,1.26234381671079
"CG11099",NA,NA,NA,NA,NA,0.26420915135546,0.458878570760999,0.204573858850193
"CG11668",NA,NA,NA,NA,NA,0.609093139964101,1.57100051963397,0.311741951176055
"vilya",4.669,5.213,4.409,2.37,1.08,3.65543949267842,3.07034588564365,3.06491689860216
"FMRFaR",NA,NA,NA,NA,NA,0.14410390581666,0.284975247315176,0.289432789101282
"CG1979",NA,NA,NA,NA,NA,0.128344744633924,0.616487537169606,0.361419398231728
"Act79B",NA,NA,NA,NA,NA,0.381439995604977,1.31615220293605,0.656516880652424
"eIF3f2",NA,NA,NA,NA,NA,3.18468634102932,1.72007762232492,0.385589527645678
"Ntf-2r",3.141,4.502,0.132,2.655,1.353,1.53842141868348,1.66314894868427,1.41880204685918
"CG18641",-0.908,-0.336,-1,0.24,-0.543,0.55827518971518,0.567230338840747,0.161130111680253
"CG13618",NA,NA,NA,NA,NA,0.760876948199994,1.19706090173195,1.11530245535449
"CG14153",NA,NA,NA,NA,NA,0.416747192507663,1.15121925414458,0.260759321878734
"Lmx1a",-0.848,0.732,-1,0.547,-1,0.488767213045549,0.350764544006186,0.494891851138119
"AstC-R1",NA,NA,NA,NA,NA,0.412714269306045,0.422242809698072,0.22718968893767
"CG34194",0.738,1.395,4.246,1.849,-0.673,0.497855207986855,1.91096556851432,1.3034970327471
"side",-0.922,0.411,-0.926,-0.498,-0.94,0.694629973792429,0.618525736680706,0.704583716510734
"Cyp28d2",NA,NA,NA,NA,NA,0.530191369867257,0.67953875337943,0.894729460190101
"CG6753",1.988,3.422,3.136,2.136,0.152,1.65680470597031,0.717138889884399,1.10258325981598
"CG4462",-0.148,1.97,1.414,1.176,1.435,3.15011136048213,2.1805817350774,2.48633974167432
"5-HT1B",-1,-0.27,-1,0.078,-0.885,0.264626094848088,0.233604599663999,0.365416969688149
"CG14984",2.387,4.886,2.712,3.163,-0.444,3.16137615323035,2.00641250161633,1.77084951770069
"CG34291",3.779,4.061,-1,-1,-1,5.08840728896954,5.67153935948805,2.00027369945282
"CG3253",1.269,2.182,3.038,-0.067,-0.871,0.427863269494361,0.540189383185491,0.575991437143816
"CG14451",2.304,2.515,2.198,1.785,0.891,2.42555428660517,1.42178505672342,1.59889534477648
"CG12605",NA,NA,NA,NA,NA,0.5175636931088,0.359105897070789,0.257912870460274
"CG43133",NA,NA,NA,NA,NA,3.24640449647128,2.3164981191111,1.74317623914417
"CG18609",NA,NA,NA,NA,NA,1.20924547471035,2.10024386832575,1.34852829539469
"scrt",NA,NA,NA,NA,NA,0.0468712719262988,0.105318715242149,0.0233975398807796
"CG33543",NA,NA,NA,NA,NA,0.146278013187458,0.416609667483632,0.128597417767217
"CG14742",NA,NA,NA,NA,NA,2.34084087709973,1.30260722773139,1.33895665699384
"CG4318",-0.055,2.597,3.097,0.688,-0.844,2.06876800240622,0.539370949937312,0.941116357104956
"CG9459",NA,NA,NA,NA,NA,1.08515617477381,1.30039333186393,1.31493848423931
"CG14022",NA,NA,NA,NA,NA,1.19104059484624,1.39420093397227,0.358528295095228
"CG2816",0.27,-0.074,-1,0.087,-0.308,1.88684104273438,1.62617178743053,0.960976320166259
"CG31528",1.825,2.259,2.32,-0.418,-0.816,1.22889930890473,0.844394804441651,0.494691155640665
"eloF",3.222,5.659,4.633,-0.096,-1,2.95277511854941,4.16947378338656,3.29607566241562
"CG9899",NA,NA,NA,NA,NA,0.101544138039907,0.425902544244497,0.0802124966568569
"CG42326",-1,-0.348,-1,-0.184,-0.958,0.477007461243419,0.384598472106926,0.4888678291364
"CG4467",-1,-0.739,-1,0.144,-0.936,0.23205890901653,0.235563989765976,0.110105207789135
"AttC",3.242,5.83,-1,0.236,0.312,1.55197597772213,2.10367012157789,2.33276829215181
"CG31454",0.277,0.753,0.935,0.689,-0.343,1.01539024429816,0.77255914953031,0.767444054484789
"CG14052",NA,NA,NA,NA,NA,1.16369211266994,1.08251059566593,1.159057564487
"CG2975",NA,NA,NA,NA,NA,0.297629863733012,0.573472578593468,0.548424887589987
"eag",-0.745,1.78,-1,0.36,-0.934,0.495867587318376,0.0958231597093623,0.23615968157204
"CG7409",1.33,1.529,-1,0.877,-0.475,2.17323869992343,1.60350528685985,1.80336629837242
"cep290",-0.59,2.354,0.874,-0.87,-0.792,0.229754330073362,0.403221355090978,0.469448539145162
"CG12268",1.443,2.441,2.002,-0.116,-0.88,1.48569011327545,0.623506978348527,1.06676005538874
"obst-E",0.096,1.559,2.268,1.397,-0.453,1.53873670683209,1.75263764617262,1.62105134700902
"Vajk2",NA,NA,NA,NA,NA,1.26914903202517,0.688833659203701,0.523602740866976
"CG30008",4.151,6.751,4.838,-1,-0.101,3.02998061641021,5.31865137302471,4.21272627220819
"CG13678",-0.296,0.948,-1,1.765,-1,0.827404632737075,1.66379323793731,1.16789526823015
"Kah",-0.608,0.643,-1,-0.047,-0.765,0.379193453869857,0.44919148689696,0.605766146671899
"CCKLR-17D3",0.002,0.045,-1,-0.288,-0.708,0.305352161104262,0.495011584633743,0.154107721103435
"CG12590",NA,NA,NA,NA,NA,1.68227051298468,0.450386684721505,0.246884305543268
"Lectin-galC1",NA,NA,NA,NA,NA,3.28998541715671,3.01388143319837,2.87589780828769
"SclB",NA,NA,NA,NA,NA,7.89306699660789,6.91414173214358,7.80154873986745
"Ance-2",NA,NA,NA,NA,NA,0.396840967936752,0.349701355560046,0.160960795029265
"CG3635",NA,NA,NA,NA,NA,0.402188076808395,0.583736058282885,0.341313993707847
"obst-A",NA,NA,NA,NA,NA,0.548265400460957,0.760120356378628,0.626241577421762
"CG33470",NA,NA,NA,NA,NA,3.53971085993744,8.75290183201094,6.49290492633711
"CG18367",1.981,2.078,4.611,2.072,1.295,5.29296184047772,2.43975904699625,3.6429945331746
"CG12998",-1,-0.831,-1,0.747,-1,0.443758759520382,1.5009332750038,0.81190385443131
"CG14949",NA,NA,NA,NA,NA,1.18593744498452,1.0765872909088,0.886957717827345
"ms(2)34Fe",NA,NA,NA,NA,NA,0.0948600415045816,0.203189864299159,0.146847898269223
"CG15172",3.868,4.409,2.745,-0.369,-0.707,2.50292579241181,1.0366310660588,1.90526536353455
"lush",NA,NA,NA,NA,NA,0.975248399749507,0.915529472454988,0.789352338188836
"CG42299",NA,NA,NA,NA,NA,2.01710536886734,1.40012415975088,1.15764251271884
"CG9314",1.28,2.341,2.399,-1,-1,0.383871103232985,0.817850043286853,0.35678129559602
"Lgr4",-0.944,0.922,2.037,0.157,-0.582,0.21934286140561,0.280557779742572,0.138942049888365
"Cpr64Ac",NA,NA,NA,NA,NA,1.68007969280131,0.828989412075979,0.481116806722162
"CG12470",NA,NA,NA,NA,NA,0.463380966150416,0.525551355220995,0.534543241080196
"CG15358",NA,NA,NA,NA,NA,1.48555842965709,1.1338625594886,0.883087668783354
"Fad2",4.716,7.798,6.082,-0.611,-0.407,3.5737584948087,5.00991611058981,4.66820330516529
"BG642312",NA,NA,NA,NA,NA,2.67719972933272,1.89815071433067,1.51999480829106
"CG42404",0.896,3.683,3.539,-0.146,-0.836,0.333949756444357,0.261159460448508,0.486871317082641
"CG2217",NA,NA,NA,NA,NA,0.375257275157304,0.633828164714138,0.448071397858887
"CG16904",3.24,6.57,2.376,0.411,-1,3.25868185756607,4.10427382752623,3.90542008343002
"CG1143",0.563,4.464,2.192,0.934,-1,1.76290429556857,0.806466719159505,1.84411175925246
"Sp212",NA,NA,NA,NA,NA,0.294128893169667,0.458644547377163,0.273780498006444
"CG14445",NA,NA,NA,NA,NA,0.567851963961067,0.864005725530227,0.261856746901645
"CG12540",NA,NA,NA,NA,NA,1.98929369802933,1.58149781985846,0.789783745097148
"CG34172",0.321,0.433,-1,0.055,-0.765,3.20528586413386,3.11975930869208,3.65782426980845
"CG33098",NA,NA,NA,NA,NA,0.598481329060983,0.693571099395799,1.25171954232806
"fan",1.639,3.325,2.01,0.08,-0.758,1.69822160561006,0.903098833295303,1.34980364540356
"CG4362",NA,NA,NA,NA,NA,0.735377919934804,1.19751337808854,2.56375455573285
"Actbeta",-0.177,2.957,1.86,-0.172,-0.936,0.488748518386787,0.304133605907177,0.24674217968957
"Cdk5alpha",0.495,2.749,1.611,1.166,-0.347,0.802506920359519,0.788371530044366,0.455667981044137
"CG14854",NA,NA,NA,NA,NA,0.965997898123024,1.45018923094591,0.576680928638453
"CG14183",0.85,0.887,2.209,1.335,0.157,0.933793270850283,0.575827768349942,0.763576670549941
"CG6652",0.968,3.268,-1,-0.374,-0.8,0.571274984920111,0.480873296982061,0.657815007999509
"CG1299",-0.875,0.65,-1,1.337,-0.882,2.04821029056999,0.993491920907314,0.694130009911316
"CG42562",1.365,1.763,-1,-0.492,-0.571,3.6902749529269,1.19110553572469,1.59579763050711
"Vajk1",NA,NA,NA,NA,NA,0.901947212967782,0.553568850274891,0.156788947343029
"plh",NA,NA,NA,NA,NA,0.966585974896154,1.07973646037439,1.23265498456091
"CG31664",NA,NA,NA,NA,NA,0.411124817171102,0.527997690809191,0.341890432066396
"CheA29a",-1,0.448,-1,1.364,-1,1.55399142128387,1.4339698421218,0.964841551193757
"Ance-3",0.162,-0.446,-1,-1,-0.743,0.581398749391981,0.19845805352721,0.207957012660707
"Dscam2",-0.967,-0.824,-1,-0.955,-0.981,0.0339303656543911,0.0544296058182489,0.132087086778122
"dysf",-1,-0.106,-1,-0.932,-0.226,0.0964487664122606,0.221693206940032,0.0945800735856196
"CG33459",-0.745,0.247,-1,0.785,-1,0.294123837828622,0.846300786343773,0.552485225017102
"CR43212",NA,NA,NA,NA,NA,2.47236796627136,1.94197574601521,2.90003914932033
"CG13458",NA,NA,NA,NA,NA,0.429044333280224,0.35072563526489,0.573970814977859
"CG30431",NA,NA,NA,NA,NA,0.313717051347074,0.555209432621562,0.49031875306307
"CG13594",NA,NA,NA,NA,NA,0.229436203652985,0.362847896728984,0.176883740608893
"Mip",NA,NA,NA,NA,NA,0.246460132647545,0.637739168905238,0.287423841334327
"CG15120",0.602,2.214,-1,0.22,0.521,1.97144707844562,1.7784857119801,1.71572529426016
"CG17189",NA,NA,NA,NA,NA,0.260685100896003,0.606457116425541,0.455276988544084
"CG8870",0.866,2.226,1.846,1.425,0.564,0.80602151345842,0.52689916342275,0.558653514129393
"CG11249",NA,NA,NA,NA,NA,0.469848005564789,0.337633695373317,0.340388679212299
"CG9689",NA,NA,NA,NA,NA,1.37894995915318,0.728344823216089,0.554269803128883
"TpnC25D",NA,NA,NA,NA,NA,2.86128478826111,2.42180045381944,1.18956786564332
"CG3216",NA,NA,NA,NA,NA,0.286163884099054,0.142811010940478,0.409060505896532
"PK1-R",-0.81,-0.104,-1,0.093,-1,0.16426559443347,0.526474015318031,0.138335871851358
"beat-VII",-1,-0.86,-0.515,-1,-1,0.391596429448285,0.116916720042496,0.114881161458676
"yellow-d2",NA,NA,NA,NA,NA,0.384565370761237,0.539046568784281,0.661148644612392
"Spag1",NA,NA,NA,NA,NA,0.438594086225035,0.368558784188908,0.471105634890598
"betaNACtes3",NA,NA,NA,NA,NA,3.39352313155681,0.567170469006672,0.279137246176011
"frac",-0.618,-0.125,-1,-0.896,-0.914,1.40861150825161,0.171536361301938,0.294966296872654
"CG34436",NA,NA,NA,NA,NA,1.0987380811124,0.441997606016009,0.591913424577954
"Acp1",NA,NA,NA,NA,NA,2.18103719898479,0.863022792144188,1.40024057383698
"CG15021",NA,NA,NA,NA,NA,0.427694876091677,0.610439066217918,0.265431903330246
"CG31157",NA,NA,NA,NA,NA,0.407622114935372,0.354092165174585,1.54452801777688
"CG13949",NA,NA,NA,NA,NA,1.91125830915228,1.0322566124834,1.79144330591316
"Muc30E",NA,NA,NA,NA,NA,0.21890781663934,0.178752459141004,0.260306463021783
"CG11425",NA,NA,NA,NA,NA,0.84979732220748,0.661887065782899,1.82952848076183
"en",NA,NA,NA,NA,NA,0.319243937983399,0.203943201352923,0.481644253689659
"alrm",NA,NA,NA,NA,NA,0.956037459840936,0.743399215719611,0.70133290688233
"Pdh",NA,NA,NA,NA,NA,0.971159126265136,0.641471011040815,0.512889689153072
"ADPS",NA,NA,NA,NA,NA,0.28898143148462,0.219658771596731,0.296685997009679
"Cpr64Ad",NA,NA,NA,NA,NA,0.700242184802251,0.743407633665922,1.33857873911868
"CG42402",-0.544,-0.153,0.364,-0.433,-1,0.296864373897557,0.191543902207147,0.205786320653904
"CG15528",-0.248,2.076,0.622,1.788,-0.022,2.00707271433116,1.15965050790366,1.65097894745485
"CG4678",-0.124,1.435,0.809,0.857,-0.807,0.669984017783957,0.504299377403751,1.29975134260644
"SteXh:CG42398",NA,NA,NA,NA,NA,1.72182370838904,1.1344616322807,0.755140517380684
"r-cup",0.248,1.853,1.655,0.488,-0.609,0.623650844513059,0.387794453319171,1.19275031666556
"CG43740",-0.115,-0.667,-1,0.711,-0.764,0.771164662792449,0.490967136951772,0.76093560758852
"CG14238",NA,NA,NA,NA,NA,0.288574334614266,0.266703649969948,0.17304860247824
"Drsl5",NA,NA,NA,NA,NA,1.24726429710563,2.34414576068804,1.82688431493887
"sns",NA,NA,NA,NA,NA,0.0447210305187049,0.0494683118238634,0.0603519761941242
"CG7924",NA,NA,NA,NA,NA,0.813568884856277,0.643043903187557,0.61131318041058
"S-Lap1",-0.961,-0.161,-1,-0.868,-0.694,0.231571260514914,0.256484265382035,0.226588856929249
"CG30271",-0.674,0.047,1.24,0.081,-0.742,0.334043847466045,0.372517829644849,0.300013193596571
"Def",4.939,4.147,5.87,-1,4.256,9.16779720002783,4.14308076259605,6.14431783806583
